review_id,company_name,industry,job_title,review_date,overall_rating,pros_text,cons_text
375,Roche,Healthcare,Senior manager,2025-02-02,5.0,I worked in 5 different areas and everyone was passionate about what they do! Great benefits and great work/life balance. Best company I have ever worked for (in my 35 years in the work world),--Lots of reorganizations in the last 4 years creating uncertainty and confusion --Change for change's sake - needs to be more thoughtful --Too much reliance on temporary workers
376,Roche,Healthcare,Associate scientist,2025-05-15,3.0,"Great campus, well resourced for employees.",Primarily contract to hire as their expansion strategy.
377,Roche,Healthcare,Anonymous employee,2025-05-09,5.0,good pay and big name,bad work life balance and a lot of travel
378,Roche,Healthcare,Delivery manager,2025-05-12,3.0,"Flex Work Options
Remote work","Micromanagement
Hard to change the department without manager approval"
379,Roche,Healthcare,Business analyst,2025-03-23,3.0,"Being a European company, the culture is decent, with immediate managers being nice","Mid-level management has let the waves steer the ship, with no sense of direction, or taking the blame for the state of things"
380,Roche,Healthcare,Ai internships,2025-04-11,5.0,"friendly environment, edge of technology R&D, publication and patent opportunity as an intern, beautiful campus",Nothing specific that comes to my mind
381,Roche,Healthcare,Senior scientist,2025-04-17,5.0,Very open and supportive environment,Too many departments to juggle with to get things done sometimes
382,Roche,Healthcare,Scientific partner,2025-04-24,5.0,"Great Benefits, Friendly Colleagues, Exciting work",Very siloed between global and the affiliate.
383,Roche,Healthcare,Sales representative,2025-03-14,4.0,"Roche Diagnostics offers competitive salaries and comprehensive benefits, including health insurance, retirement plans, and employee wellness programs.","Roche Diagnostics can be highly bureaucratic, making decision-making processes slow and rigid. Also very siloed between divisions"
384,Roche,Healthcare,Rfp coordinator,2025-04-15,5.0,Great company to work for Company with a positive impact Well managed Good culture,"None, don’t have any negative feedback"
385,Roche,Healthcare,Field engineering specialist,2025-04-22,5.0,Great co workers and drive to perform,Management can be a bit backwords on promises
386,Roche,Healthcare,Field engineer,2025-04-22,5.0,"Management is spectacular, great benefits, amazing clients",Extensive territory so lots of driving
387,Roche,Healthcare,Molecular diagnostic technician,2025-04-15,3.0,"Good benefits, friendly co-workers, same hours each week","Favoritism, work gets repetitive and can be boring, communication is lacking"
388,Roche,Healthcare,Security affiliate manager,2025-04-15,3.0,Great healthcare benefits and good work life balance,Resourcing in the us is not valued
389,Roche,Healthcare,Digital business manager,2025-03-17,3.0,Excellent company with real good benefits and a positive work/life balance,Some teams are kind of lost in the strategy. Leadership in digital is a complete joke.
390,Roche,Healthcare,Executive director,2025-02-14,3.0,Incredible people. They were the leaders in oncology and benefitted greatly from being a top place to work.,Chaotic and overly complex. They seem to have lost focus and have too many inexperienced leaders trying to navigate through the large global pharma and dia businesses. It's probably going to be a few years before things are good again and their back on track.
391,Roche,Healthcare,Senior scientist,2025-03-25,3.0,Good benefits and insurance plans Good people culture Resourceful Flexible,Too political Instability- leading to large layoffs A lot of projects get cancelled or 'paused' Frequent organizational restructuring
392,Roche,Healthcare,Anonymous employee,2025-03-20,4.0,"my boss, team, and the ex-Roche network",Those who play the Roche game are the ones who last the longest
393,Roche,Healthcare,"Director, engineering",2025-03-12,4.0,"Favorable work environment, salary and benefits",Decision by committee delays ability to be competitive.
394,Roche,Healthcare,Sales,2025-03-25,5.0,Great people to work with,I have no cons to mention
395,Roche,Healthcare,Principal engineer ii,2025-03-18,5.0,Good work life balance. A lot of exciting projects.,almost annual layoff in recent 4 years.
396,Roche,Healthcare,Senior software engineer,2025-03-18,5.0,"Good Work Life Balance
latest technologies",Slow paced work style takes forever to make a decison
397,Roche,Healthcare,Cyber security sme,2024-01-11,2.0,The benefits were awesome. I used the maternity leave and I really appreciated being out for 12 weeks instead of the traditional 6 weeks. I'm guessing this is because they are not a U.S. originated company. I also had the opportunity to work with really smart people.,"My manager was a Shared Services manager with no concept of IT or Security so she was not able to give me the support I needed to understand and collaborate on my role responsibilities. As a result, she managed based on meaningless tasks and how many hours she could get me to spend on them. She didn't understand that 10+ programs was too many for 1 person to fully understand, and maintain. Security was not centralized within the company so different departments were doing different things with no collaboration. Security was not taken seriously. Managers wanted to do the least and have me sign off on whatever. I had numerous privacy concerns that were part of their minimum security requirements that were not addressed. The company hasn't adopted a framework they plan to stick to. Overall, I felt like the fall person for when they eventually have a major breach or fall out with some privacy law like GDPR."
398,Roche,Healthcare,Anonymous employee,2025-02-26,5.0,"Supportive, collaborative, and creative environment.","Multinational organization, so there are sometimes early calls to accommodate different time zones. Not a problem if you are okay with early or late calls."
399,Roche,Healthcare,Anonymous employee,2025-03-11,4.0,"Good benefits package overall, you hire in with 3 weeks vacation.",Work-life balance can be challenging at times.
400,Roche,Healthcare,Anonymous employee,2025-03-08,4.0,"Benefits, salary, hybrid, on site clinic and gym",Too many processes and other depts aren't held to hybrid work schedule.
401,GSK,Healthcare,Scientific leader,2025-10-29,5.0,Great Company to work for,I do not have anything negative to say.
402,GSK,Healthcare,Associate scientist,2025-10-11,1.0,Nothing other than the benefits,"I worked in the physciochem department in Cambridge Massachusetts and it was one of the most toxic environments I’ve ever experienced. There’s a clear pattern of favoritism and racial bias — white colleagues were promoted within months, while others were overlooked repeatedly regardless of performance or qualifications. When I was approved for a secondment opportunity, my department in Cambridge refused to release me, only to ask me later to find my own replacement. After I did, they delayed interviewing the candidate until my secondment opportunity had expired — and then hired that same person into my old role. Despite consistently meeting expectations, I received a poor performance review for reasons unrelated to my work, such as “not being in the lab enough,” even though management itself failed to provide direction or support. This department operates with poor leadership, zero accountability, and a culture that damages mental health. If you value fairness, growth, and respect, stay away."
