review_id,company_name,industry,job_title,location,employment_status,review_date,overall_rating,rating_work_life_balance,rating_culture_values,rating_compensation_benefits,rating_career_opportunities,rating_senior_management,headline,pros_text,cons_text,advice_to_management,helpful_count,url
369,Fluor,Infrastructure,Associate project controls specialist ii,,,2024-09-29,3.0,,,,,,,Potential 9/80 work schedule or 4/10.,Low salary base pay and long timeframe for promotions.,,,
370,Fluor,Infrastructure,Associate design engineer iii,,,2024-08-24,5.0,,,,,,,Accumulating Time off with pay. Diversity,I would say there are no downsides to Fluor. I would say that training is low.,,,
371,Fluor,Infrastructure,Process engineer ii,,,2024-10-01,4.0,,,,,,,"Experienced engineers, willing to share their experience.",Long hours on many projects.,,,
372,Fluor,Infrastructure,Project support specialist,,,2024-07-10,3.0,,,,,,,"This company is fairly stable, there are a lot of opportunities to travel if you like, take on new roles and be diverse.","Upward mobility is limited by the tenure and large organization, slow paced, can be boring at times. The starting pay is good, but it is difficult to received raises and promotions.",,,
373,Fluor,Infrastructure,Project controls specialist,,,2024-07-10,4.0,,,,,,,Overall great place to work. They recognize individuals for hard work and are willing to provide opportunities for individuals that show promise.,Can lead to relocations which is difficult for employees with families.,,,
374,Fluor,Infrastructure,Associate process engineer i,,,2024-08-16,3.0,,,,,,,Has some interesting projects and opportunities to see different things.,Slightly below average benefits and pay doesn't make up for it. Don't respect women unless you choose not to have kids (or ignore them),,,
375,Fluor,Infrastructure,Project controls specialist,,,2024-09-10,4.0,,,,,,,"- decent pay
- WLB","- Decent pay
- less ambitious",,,
376,Fluor,Infrastructure,Material management,,,2024-08-23,5.0,,,,,,,Good work life balance and good starting pay.,"Lack of training, leadership in some areas, and growing possibilities",,,
377,Fluor,Infrastructure,Communication specialist,,,2024-07-29,4.0,,,,,,,Career advancement Training available Networking opportunities Professional development opportunities Flexibility with work schedule,Uncertainty of work once project is complete if you’re not willing to relocate or fill in where needed,,,
378,Fluor,Infrastructure,Air operations specialist,,,2024-08-19,4.0,,,,,,,Everything is taken care of.,The company does not offer a severance pay,,,
379,Fluor,Infrastructure,Engineer,,,2024-07-29,5.0,,,,,,,"Employees tend to be cooperative, humble, and intelligent. Great learning environment.",Potential layoff during industry downtime,,,
380,Fluor,Infrastructure,Anonymous employee,,,2024-07-09,5.0,,,,,,,Great benefits. Doubt any firm or company can beat the benefits and salary package.,You work remotely and have to be a quick to independently learn the role.,,,
381,Fluor,Infrastructure,Director of sales,,,2024-07-17,4.0,,,,,,,"People, training, and culture are some of the best reasons.",A very large corporation can make it difficult to navigate,,,
382,Fluor,Infrastructure,Project controls specialist,,,2024-07-17,5.0,,,,,,,Corporate company with lots of room for growth. Supportive staff and good methods,Office schedule is 5 days a week in person,,,
383,Fluor,Infrastructure,Design engineer,,,2024-07-30,5.0,,,,,,,Great place to learn and grow your career,not much I can complain about,,,
384,Fluor,Infrastructure,Human resources specialist,,,2024-05-22,3.0,,,,,,,"If you are used to traditional oil and gas. Environment, and want to learn from industry veterans, this is the place for you.","Fluor is very set in their ways, not open to evolving. Thus, new and mid level career folks may find it difficult to break through.",,,
385,Fluor,Infrastructure,Anonymous employee,,,2024-03-01,1.0,,,,,,,"I was not employed here, I was a hopeful candidate; I'll say these as truths: salary, location, position, qualifications, and growth potential","They will not contact you to tell you that you were not selected as a candidate. I think that's a poor reflection on how much they care about the people that are trying to apply and be a part of their company. No emails, notifications, nothing. Application just gone into the void.",,,
386,Fluor,Infrastructure,Accounts payable,,,2024-07-29,4.0,,,,,,,A good to work place.,"Nothing such, it's all good.",,,
387,Fluor,Infrastructure,Associate design engineer iii,,,2024-05-20,4.0,,,,,,,"Stable, lots of work and backlog. Good opportunities to get field experience",Lots of travel at times. Slow growth internally even with lots of added responsibilities,,,
388,Fluor,Infrastructure,Contract administrator ii,,,2024-06-25,5.0,,,,,,,I like it here. I like the location.,I wish it was hybrid.,,,
389,Fluor,Infrastructure,Engineer,,,2024-06-24,4.0,,,,,,,It has good work life balance,Medical insurance plan could be better,,,
390,Fluor,Infrastructure,Senior manager,,,2024-06-14,3.0,,,,,,,"Pay is decent, benefits are ok, teammates are helpful",Leadership lacking in some corp functions,,,
391,Fluor,Infrastructure,Project manager,,,2024-06-04,5.0,,,,,,,Quality of work is good. Good oppurtunity.,None at this point of time.,,,
392,Fluor,Infrastructure,Contract manager,,,2024-04-23,4.0,,,,,,,"Salary is in-line with competitors, 6 weeks vacation after 5 years for my job title, fair management with many project opportunities.",Different projects are subject to different state tax without company tax equalization.,,,
393,Fluor,Infrastructure,Front-end engineer,,,2024-07-28,1.0,,,,,,,4 day work week bi-weekly,"Lack resources
No room to grow
Not a tech savy firm",,,
394,Fluor,Infrastructure,Manager,,,2024-05-07,4.0,,,,,,,Great collaboration amongst other employees.,Employees work at different locations. Should have annual meetings to meet face to face.,,,
395,Fluor,Infrastructure,Project engineer,,,2024-05-17,4.0,,,,,,,"Great pay, Great benefits. Good work environment.","No cons, Great company to work for.",,,
396,Fluor,Infrastructure,Associate project controls specialist ii,,,2024-05-15,3.0,,,,,,,Great work-life balance if main office is in Long Beach,Lack of vertical job movement,,,
397,Fluor,Infrastructure,Human resources,,,2024-05-19,5.0,,,,,,,"Remote days
Good hours
Trust in employees",Pay was a little below market,,,
398,Fluor,Infrastructure,Principal engineer,,,2024-02-07,4.0,,,,,,,You wont get randomly fired as the company's needs change.,The way they calculate pay based on the current market is not as clear as they proclaim. They also don't verify the age or validity of the data they get from their thrid party. This can result in lower than average pay for the industry.,,,
399,Fluor,Infrastructure,Director,,,2024-05-07,4.0,,,,,,,Great management team and diverse projects,Fast paced culture that may require extended hours,,,
400,Fluor,Infrastructure,Drafter/designer,,,2024-05-11,4.0,,,,,,,"Safety, employee benefits, hours, open door policies","Limited training, lack of employee mentors",,,
401,Kiewit Corporation,Infrastructure,Intern,,,2025-11-11,5.0,,,,,,,Good people to work with,Long hours and job I was on was a tough schedule,,,
402,Kiewit Corporation,Infrastructure,Field engineer,,,2025-08-07,1.0,,,,,,,"Opportunities to work on large-scale, high-profile infrastructure and power projects. Exposure to real-world field conditions and construction operations. Decent compensation and travel perks, if you're lucky with your assignment","No job security, especially if you're on a work visa—layoffs come suddenly and without consideration of your legal status or livelihood. Toxic leadership on some job sites, particularly OCAPS. This Project Engineer made it a daily routine to demean field engineers, treating them like second-class citizens. His behavior bordered on discriminatory, yet was tolerated (if not encouraged) by upper management. Hostile work environment where speaking up is seen as weakness, and where respect is a one-way street. Little to no growth support for younger professionals. You’re expected to sink or swim with zero mentorship. Mental health and well-being are not even an afterthought. You’re just a badge number.",,,
403,Kiewit Corporation,Infrastructure,Field engineer ii,,,2025-09-30,4.0,,,,,,,"Kiewit is a very fulfilling employer with plenty opportunities to go many different ways with your career. The jobs are typically fast paced as you grow, training your replacement is always wise.","Turnover in entry level positions is high so as a veteran you spend a quarter of your time training. The Kiewit machine very lean and efficient, they won't fire you typically but they will encourage moving on by putting stressors in the work by progressing the people around/below you. This leads to some double work and ultimately some apex predators to outshine even the good workers.",,,
404,Kiewit Corporation,Infrastructure,Pipefitter helper,,,2025-11-13,4.0,,,,,,,"great company, nice environment, good work environment",Long hours of work but it’s good,,,
405,Kiewit Corporation,Infrastructure,Quality inspector,,,2025-10-30,5.0,,,,,,,"The company offers great flexibility, support, and opportunities to take on greater responsibility and perform new roles.","When a project requires long hours, staff are expected to do their part without complaint. This should not be considered a high cost when compared to what the company offers the staff member.",,,
