review_id,company_name,industry,job_title,review_date,overall_rating,pros_text,cons_text,pros_sentiment_score,pros_sentiment_label,cons_sentiment_score,cons_sentiment_label,combined_sentiment_score,combined_sentiment_label
232,Johnson & Johnson,Healthcare,Clinical account specialist ii,2025-09-12,4.0,"Company Car, gas, and phone Cheap high quality Medical, dental, vision plans Plenty of resources and mentors Small yearly salary increase Pension plan","Slow career progression, typically takes about 5 or 6 years to get a promotion that increases salary Low pay in today's market Wear lots of hats, have to work more than your competitive peers for similar or lower pay",0.5106,Positive,-0.483,Negative,0.013800000000000034,Neutral
233,Johnson & Johnson,Healthcare,Account manager,2025-10-29,5.0,"Great culture, benefits, and pay",No negative things to say,0.743,Positive,0.4585,Positive,0.60075,Positive
234,Johnson & Johnson,Healthcare,Anonymous employee,2025-10-29,4.0,"It was good, liked it there",It did not pay enough,0.6908,Positive,0.0762,Positive,0.3835,Positive
235,Johnson & Johnson,Healthcare,Site manager,2025-10-22,4.0,"15% mention after 5 years vested, $10,000 tuition reimbursement a year","Work load is decent, but not unmanageable with a good mentor",0.1531,Positive,0.5927,Positive,0.3729,Positive
236,Johnson & Johnson,Healthcare,Contract manager,2025-10-22,5.0,Pension is a rare benefit these days.,Typical global corporation bureaucracy and red tape to accomplish virtually any task.,0.4588,Positive,0.4215,Positive,0.44015,Positive
237,Johnson & Johnson,Healthcare,Senior r&d engineer,2025-10-16,3.0,"Great company Great benefits, A lot of resources available","Career growth super slow, promotion process takes forever",0.8957,Positive,0.7579,Positive,0.8268,Positive
238,Johnson & Johnson,Healthcare,Procurement analyst,2025-08-20,5.0,"Was with J&J 25 years. I loved the culture, the Credo, the people. Work live balance is a focus in a very diverse, inclusive atmosphere. I loved my job, great benefits.","Making remote workers go into an office half the week. I'm in the north east, by team was in the south east. I worked in a research building with insufficient seating so I sat in a hallway.",0.9382,Positive,0.0,Neutral,0.4691,Positive
239,Johnson & Johnson,Healthcare,Sfa senior financial analyst,2025-10-22,4.0,"Competitive pay & benefits, non-toxic culture",It hurts your chances if you're not from FLDP,0.4404,Positive,-0.3182,Negative,0.061100000000000015,Positive
240,Johnson & Johnson,Healthcare,Fldp analyst,2025-10-22,5.0,Work life balance and pay,Absolutely non cons with J&J.,-0.1027,Negative,0.0,Neutral,-0.05135,Negative
241,Johnson & Johnson,Healthcare,Sfa senior financial analyst,2025-10-22,4.0,"Competitive pay & benefits, non-toxic culture",It hurts your chances if you're not from FLDP,0.4404,Positive,-0.3182,Negative,0.061100000000000015,Positive
242,Johnson & Johnson,Healthcare,Fldp analyst,2025-10-22,5.0,Work life balance and pay,Absolutely non cons with J&J.,-0.1027,Negative,0.0,Neutral,-0.05135,Negative
243,Johnson & Johnson,Healthcare,Supply chain co-op,2025-10-15,5.0,"Great educational and growth opportunities, fantastic people, great pay, one of a kind culture (in a good way)",Can be hard to find a full-time job after a co-op,0.9716,Positive,-0.1027,Negative,0.43445,Positive
244,Johnson & Johnson,Healthcare,Pogram manager,2025-10-14,2.0,"Pays well, good benefits, great products","No loyalty to employees, no work like balance, hard to move up",0.8934,Positive,-0.7622,Negative,0.06559999999999999,Positive
245,Johnson & Johnson,Healthcare,Senior quality engineer,2025-10-14,3.0,"Great benefits package 
Work-life balance and remote flexibility",Very little to no growth opportunities,0.8442,Positive,-0.5642,Negative,0.13999999999999996,Positive
246,Johnson & Johnson,Healthcare,Account manager,2025-10-21,3.0,"easy job, non stresful, comunicative","ipo, machine learning, automatization, sql",0.4404,Positive,0.0,Neutral,0.2202,Positive
247,Johnson & Johnson,Healthcare,Anonymous employee,2025-10-16,2.0,Good benefits and time off,they will lay you off as soon as they get the chance,0.6705,Positive,0.25,Positive,0.46025,Positive
248,Johnson & Johnson,Healthcare,"Director, product management",2025-10-15,4.0,"Pay & Benefits, Flexibility, Varied Projects","Arrogant management, mismanagement, empire building",0.5574,Positive,-0.4939,Negative,0.03175,Neutral
249,Johnson & Johnson,Healthcare,Financial analyst,2025-10-18,5.0,Great company environment was healthy,Work remote was not ideal,0.7783,Positive,-0.4168,Negative,0.18075,Positive
250,Johnson & Johnson,Healthcare,Dishwasher,2025-10-15,5.0,very good company along with the services,No bad things very good company,0.4927,Positive,0.7221,Positive,0.6073999999999999,Positive
251,Johnson & Johnson,Healthcare,Sales associate,2025-10-17,3.0,"Like my job, very cool environment",Organization only cares about stock holders,0.624,Positive,0.4588,Positive,0.5414,Positive
252,Johnson & Johnson,Healthcare,Anonymous employee,2025-10-13,5.0,"Good pay, benefits, and equity for top performers",Highly structured and process oriented in leadership style,0.7096,Positive,0.0,Neutral,0.3548,Positive
253,Johnson & Johnson,Healthcare,Senior manager,2025-10-16,5.0,"Good Work life balance
Exposure",Nothing too bad to highlight,0.4404,Positive,0.6428,Positive,0.5416000000000001,Positive
254,Johnson & Johnson,Healthcare,Tech lead,2025-09-26,3.0,"Great technology, interesting people, and great pay",Very process heavy (red tape) and this can be frustrating and slow software development release cycles,0.8885,Positive,-0.4404,Negative,0.22404999999999997,Positive
255,Johnson & Johnson,Healthcare,Tpo,2025-10-14,5.0,Depends on the service line,Slow months and fast months,0.0,Neutral,0.0,Neutral,0.0,Neutral
256,Johnson & Johnson,Healthcare,Marketing intern,2025-10-15,5.0,Great benefits and great company to work for,I don't have any cons,0.8957,Positive,0.0,Neutral,0.44785,Positive
257,Johnson & Johnson,Healthcare,Anonymous employee,2025-09-30,4.0,Company resources and overall structuring of teams is strong,Executive decision making is seemingly flawed and disconnected from development teams. Executives who make poor decisions are not held accountable.,0.5106,Positive,-0.7351,Negative,-0.11224999999999996,Negative
258,Johnson & Johnson,Healthcare,Regional manager,2025-10-11,5.0,Very highly rewarding and enabling,"very corporate structure, extremely process oriented",0.6087,Positive,0.0,Neutral,0.30435,Positive
259,Johnson & Johnson,Healthcare,Robotics,2025-10-13,5.0,work life balance is great,salary is not enough to cover,0.6249,Positive,0.0,Neutral,0.31245,Positive
260,Johnson & Johnson,Healthcare,Territory sales representative,2025-09-21,4.0,"Great people to work with, great work life balance, easy day to day once you get the hang of it.","Terrible upper management, commission keeps getting lowered. No real direction from the top.",0.9022,Positive,-0.6124,Negative,0.14489999999999997,Positive
261,Johnson & Johnson,Healthcare,"Sr manager, marketing",2025-06-25,4.0,"First of all, most of the people are really smart, ambitious, and nice. They want to do good work and they care that the work they do has a bigger purpose. I am fairly well compensated, benefits are good, and there are a lot of perks. I really believe in the vision of our new leaders.","J&J is big and complicated. If you think you know how to work in a complicated environment, they take it up a couple of levels. They also don't really believe that anything you did before J&J matters, so there is a bit of arrogance about the J&J way versus benchmarking other solutions. Because of these two factors, they lost their competitive edge and now have programs in place to get back to a leading position.",0.9725,Positive,-0.4939,Negative,0.2393,Positive
262,Johnson & Johnson,Healthcare,Staff software engineer,2025-09-18,4.0,"Really good manager, difficult position, and very high pay. I did a took home assessment and many online assessments that were very difficult. Try to get this one if you can. Good benefits.",Was put on a pip for over 1 year. Then got laid off.,0.3523,Positive,0.0,Neutral,0.17615,Positive
263,Johnson & Johnson,Healthcare,"Director, strategy",2025-10-03,4.0,Good pay and medical benefits,Leadership not always consistent on company values,0.6249,Positive,0.4019,Positive,0.5134,Positive
264,Johnson & Johnson,Healthcare,Principal engineer,2025-10-14,1.0,"Salary is decent, benefits are comparable for area",Very disorganized engineering organization. Lots of people leaving and positions not backfilled. Asking more of employees while taking away benefits like summer hours.,0.3818,Positive,0.3832,Positive,0.38249999999999995,Positive
265,Johnson & Johnson,Healthcare,Sr director - human resources,2025-10-09,4.0,Its the Harvard of HR training,too much JnJ Nice culture.,0.0,Neutral,0.4215,Positive,0.21075,Positive
266,Johnson & Johnson,Healthcare,Anonymous employee,2025-10-09,4.0,Great team dynamics with resources,Sometimes leads to excess churn,0.7351,Positive,0.0,Neutral,0.36755,Positive
267,Johnson & Johnson,Healthcare,Case manager,2025-08-08,2.0,Great benefits. They have great policies and procedures.,Poor management in the PSC Johnson & Johnson. They have no knowledge on how to run a pharmacy hub. They are unorganized and they throw unrealistic work on the employees. People call out every day due to the stress from management. They don’t investigate or hold leadership accountable. Disability employees are not respected and denied resources to allow them to be successful. Not an equal opportunity work place,0.8957,Positive,-0.5967,Negative,0.14950000000000002,Positive
268,Johnson & Johnson,Healthcare,Senior financial analyst,2025-10-06,4.0,Mindful for Work Life balance,Slow and too stuck in processes,0.0,Neutral,-0.25,Negative,-0.125,Negative
269,Johnson & Johnson,Healthcare,Sales consultant,2025-10-05,5.0,great benefits and take care of employees,hard work life balance at times,0.872,Positive,-0.1027,Negative,0.38465,Positive
270,Johnson & Johnson,Healthcare,Sales representative,2025-10-02,5.0,treated me fair and comp was great,territory was a little to large,0.7506,Positive,0.0,Neutral,0.3753,Positive
271,Johnson & Johnson,Healthcare,Lead full stack developer,2025-10-06,5.0,"People are nice, Warm & welcoming",HR system - no assigned HR,0.765,Positive,-0.296,Negative,0.23450000000000001,Positive
